Branch,City,CM Orders,Current Month MTD,Customer type,Date,Gender,Invoice ID,Last 7 Days,Last N Days,Payment,PM Orders,Previous Month MTD,Product line,Rating Categories,Selected Date Filter,Tag Filter,Time,CM COGS,CM Gross Income,CM Quantity,CM Rating,CM Total,Cogs,Gross Income,Gross Margin Percentage,PM COGS,PM Gross Income,PM Quantity,PM Total,Quantity,Rating,Sort,Tax 5%,Total,Unit price,Year
B,Mandalay,,False,Normal,2/13/2019,Male,388-76-2555,False,False,Cash,388-76-2555,True,Sports and travel,Neutral,False,True,12/30/1899 1:59:00 PM,,,,,,82.14,$4.1,4.761904762,82.14,4.107,6,86.247,6,6.3,86.247,4.107,$86.2,13.69,2019
B,Mandalay,711-31-1234,True,Normal,3/16/2019,Female,711-31-1234,False,False,Cash,,False,Electronic accessories,Satisfied,False,True,12/30/1899 6:51:00 PM,$383,$19,4.0,$79,$402,382.56,$19.1,4.761904762,,,,,4,7.9,401.688,19.128,$401.7,95.64,2019
A,Yangon,,False,Normal,1/15/2019,Female,886-54-6089,False,False,Cash,,False,Home and lifestyle,Satisfied,False,True,12/30/1899 5:24:00 PM,,,,,,68.58,$3.4,4.761904762,,,,,6,7.7,72.009,3.429,$72.0,11.43,2019
B,Mandalay,,False,Member,2/26/2019,Female,707-32-7409,False,False,Ewallet,707-32-7409,True,Sports and travel,Dissatisfied,False,True,12/30/1899 11:58:00 AM,,,,,,382.16,$19.1,4.761904762,382.16,19.108,4,401.268,4,4.5,401.268,19.108,$401.3,95.54,2019
C,Naypyitaw,,False,Member,2/27/2019,Female,759-98-4285,False,False,Credit card,759-98-4285,True,Health and beauty,Satisfied,False,True,12/30/1899 7:01:00 PM,,,,,,601.09,$30.1,4.761904762,601.09,30.0545,7,631.1445,7,8,631.1445,30.0545,$631.1,85.87,2019
C,Naypyitaw,,False,Member,2/17/2019,Female,201-63-8275,False,False,Ewallet,201-63-8275,True,Sports and travel,Neutral,False,True,12/30/1899 4:50:00 PM,,,,,,475.93,$23.8,4.761904762,475.93,23.7965,7,499.7265,7,5.7,499.7265,23.7965,$499.7,67.99,2019
C,Naypyitaw,,False,Normal,2/6/2019,Female,471-06-8611,False,False,Credit card,471-06-8611,True,Food and beverages,Neutral,False,True,12/30/1899 10:22:00 AM,,,,,,52.42,$2.6,4.761904762,52.42,2.621,1,55.041,1,6.3,55.041,2.621,$55.0,52.42,2019
C,Naypyitaw,,False,Member,1/17/2019,Male,200-16-5952,False,False,Cash,,False,Food and beverages,Neutral,False,True,12/30/1899 4:46:00 PM,,,,,,131.3,$6.6,4.761904762,,,,,2,6,137.865,6.565,$137.9,65.65,2019
B,Mandalay,,False,Normal,1/22/2019,Female,120-54-2248,False,False,Credit card,,False,Food and beverages,Satisfied,False,True,12/30/1899 6:08:00 PM,,,,,,144.3,$7.2,4.761904762,,,,,5,8,151.515,7.215,$151.5,28.86,2019
C,Naypyitaw,102-77-2261,True,Member,3/5/2019,Male,102-77-2261,False,False,Credit card,,False,Health and beauty,Dissatisfied,False,True,12/30/1899 6:02:00 PM,$457,$23,7.0,$42,$480,457.17,$22.9,4.761904762,,,,,7,4.2,480.0285,22.8585,$480.0,65.31,2019
B,Mandalay,,False,Normal,1/3/2019,Male,875-31-8302,False,False,Cash,,False,Sports and travel,Happy,False,True,12/30/1899 1:07:00 PM,,,,,,93.38,$4.7,4.761904762,,,,,1,9.6,98.049,4.669,$98.0,93.38,2019
C,Naypyitaw,102-06-2002,True,Member,3/20/2019,Male,102-06-2002,False,True,Cash,,False,Sports and travel,Neutral,False,True,12/30/1899 5:52:00 PM,$126,$6,5.0,$61,$133,126.25,$6.3,4.761904762,,,,,5,6.1,132.5625,6.3125,$132.6,25.25,2019
B,Mandalay,,False,Member,1/31/2019,Male,457-94-0464,False,False,Ewallet,,False,Electronic accessories,Neutral,False,True,12/30/1899 8:32:00 PM,,,,,,790.83,$39.5,4.761904762,,,,,9,5.6,830.3715,39.5415,$830.4,87.87,2019
C,Naypyitaw,,False,Normal,2/19/2019,Male,629-42-4133,False,False,Cash,629-42-4133,True,Health and beauty,Satisfied,False,True,12/30/1899 7:24:00 PM,,,,,,174.4,$8.7,4.761904762,174.4,8.72,8,183.12,8,8.3,183.12,8.72,$183.1,21.8,2019
A,Yangon,,False,Normal,2/11/2019,Female,534-53-3526,False,False,Ewallet,534-53-3526,True,Sports and travel,Satisfied,False,True,12/30/1899 4:06:00 PM,,,,,,379.04,$19.0,4.761904762,379.04,18.952,4,397.992,4,7.8,397.992,18.952,$398.0,94.76,2019
A,Yangon,,False,Member,2/5/2019,Female,307-04-2070,False,False,Credit card,307-04-2070,True,Fashion accessories,Dissatisfied,False,True,12/30/1899 2:14:00 PM,,,,,,30.62,$1.5,4.761904762,30.62,1.531,1,32.151,1,4.1,32.151,1.531,$32.2,30.62,2019
C,Naypyitaw,468-99-7231,True,Normal,3/3/2019,Female,468-99-7231,False,False,Cash,,False,Home and lifestyle,Satisfied,False,True,12/30/1899 5:36:00 PM,$352,$18,8.0,$88,$370,352.08,$17.6,4.761904762,,,,,8,8.8,369.684,17.604,$369.7,44.01,2019
C,Naypyitaw,,False,Member,2/24/2019,Female,516-77-6464,False,False,Ewallet,516-77-6464,True,Health and beauty,Dissatisfied,False,True,12/30/1899 1:08:00 PM,,,,,,50.8,$2.5,4.761904762,50.8,2.54,5,53.34,5,4.1,53.34,2.54,$53.3,10.16,2019
A,Yangon,,False,Normal,2/4/2019,Male,404-91-5964,False,False,Credit card,404-91-5964,True,Electronic accessories,Happy,False,True,12/30/1899 4:09:00 PM,,,,,,522.06,$26.1,4.761904762,522.06,26.103,7,548.163,7,9,548.163,26.103,$548.2,74.58,2019
C,Naypyitaw,,False,Normal,2/19/2019,Male,886-77-9084,False,False,Ewallet,886-77-9084,True,Electronic accessories,Neutral,False,True,12/30/1899 11:33:00 AM,,,,,,575.12,$28.8,4.761904762,575.12,28.756,8,603.876,8,5.5,603.876,28.756,$603.9,71.89,2019
C,Naypyitaw,,False,Normal,1/23/2019,Female,790-38-4466,False,False,Credit card,,False,Health and beauty,Happy,False,True,12/30/1899 10:18:00 AM,,,,,,54.95,$2.7,4.761904762,,,,,5,9.3,57.6975,2.7475,$57.7,10.99,2019
C,Naypyitaw,,False,Member,1/14/2019,Male,704-10-4056,False,False,Credit card,,False,Health and beauty,Neutral,False,True,12/30/1899 10:55:00 AM,,,,,,181.41,$9.1,4.761904762,,,,,3,5.6,190.4805,9.0705,$190.5,60.47,2019
A,Yangon,,False,Normal,1/17/2019,Male,497-37-6538,False,False,Ewallet,,False,Sports and travel,Happy,False,True,12/30/1899 3:15:00 PM,,,,,,412.37,$20.6,4.761904762,,,,,7,9.7,432.9885,20.6185,$433.0,58.91,2019
A,Yangon,651-96-5970,True,Normal,3/3/2019,Male,651-96-5970,False,False,Credit card,,False,Fashion accessories,Dissatisfied,False,True,12/30/1899 8:06:00 PM,$46,$2,1.0,$40,$49,46.41,$2.3,4.761904762,,,,,1,4,48.7305,2.3205,$48.7,46.41,2019
C,Naypyitaw,,False,Member,2/15/2019,Male,400-80-4065,False,False,Credit card,400-80-4065,True,Health and beauty,Happy,False,True,12/30/1899 8:21:00 PM,,,,,,274.2,$13.7,4.761904762,274.2,13.71,4,287.91,4,9.2,287.91,13.71,$287.9,68.55,2019
B,Mandalay,,False,Normal,1/15/2019,Female,744-16-7898,False,False,Credit card,,False,Home and lifestyle,Dissatisfied,False,True,12/30/1899 1:48:00 PM,,,,,,973.7,$48.7,4.761904762,,,,,10,4.9,1022.385,48.685,"$1,022.4",97.37,2019
A,Yangon,,False,Member,2/27/2019,Male,263-12-5321,False,False,Credit card,263-12-5321,True,Electronic accessories,Happy,False,True,12/30/1899 12:52:00 PM,,,,,,648.2,$32.4,4.761904762,648.2,32.41,7,680.61,7,9.3,680.61,32.41,$680.6,92.6,2019
A,Yangon,,False,Normal,2/26/2019,Female,702-72-0487,False,False,Credit card,702-72-0487,True,Electronic accessories,Neutral,False,True,12/30/1899 12:28:00 PM,,,,,,93.22,$4.7,4.761904762,93.22,4.661,2,97.881,2,6.6,97.881,4.661,$97.9,46.61,2019
B,Mandalay,605-83-1050,True,Normal,3/15/2019,Male,605-83-1050,False,False,Ewallet,,False,Fashion accessories,Dissatisfied,False,True,12/30/1899 4:26:00 PM,$54,$3,2.0,$43,$57,54.36,$2.7,4.761904762,,,,,2,4.3,57.078,2.718,$57.1,27.18,2019
C,Naypyitaw,,False,Member,1/24/2019,Female,443-60-9639,False,False,Cash,,False,Home and lifestyle,Neutral,False,True,12/30/1899 1:24:00 PM,,,,,,60.87,$3.0,4.761904762,,,,,1,5.5,63.9135,3.0435,$63.9,60.87,2019
A,Yangon,,False,Member,2/22/2019,Female,864-24-7918,False,False,Cash,864-24-7918,True,Sports and travel,Satisfied,False,True,12/30/1899 3:15:00 PM,,,,,,244.9,$12.2,4.761904762,244.9,12.245,10,257.145,10,8.1,257.145,12.245,$257.1,24.49,2019
B,Mandalay,359-94-5395,True,Normal,3/15/2019,Male,359-94-5395,False,False,Credit card,,False,Health and beauty,Happy,False,True,12/30/1899 10:50:00 AM,$93,$5,1.0,$98,$97,92.78,$4.6,4.761904762,,,,,1,9.8,97.419,4.639,$97.4,92.78,2019
C,Naypyitaw,,False,Member,2/11/2019,Male,401-09-4232,False,False,Ewallet,401-09-4232,True,Home and lifestyle,Happy,False,True,12/30/1899 6:38:00 PM,,,,,,433.45,$21.7,4.761904762,433.45,21.6725,5,455.1225,5,9.4,455.1225,21.6725,$455.1,86.69,2019
B,Mandalay,,False,Normal,1/12/2019,Male,751-15-6198,False,False,Ewallet,,False,Sports and travel,Satisfied,False,True,12/30/1899 4:45:00 PM,,,,,,138.06,$6.9,4.761904762,,,,,6,7.9,144.963,6.903,$145.0,23.01,2019
C,Naypyitaw,324-41-6833,True,Member,3/3/2019,Female,324-41-6833,False,False,Ewallet,,False,Electronic accessories,Neutral,False,True,12/30/1899 7:30:00 PM,$242,$12,8.0,$51,$254,241.6,$12.1,4.761904762,,,,,8,5.1,253.68,12.08,$253.7,30.2,2019
C,Naypyitaw,474-33-8305,True,Member,3/23/2019,Male,474-33-8305,False,True,Ewallet,,False,Fashion accessories,Neutral,False,True,12/30/1899 1:23:00 PM,$472,$24,7.0,$69,$495,471.73,$23.6,4.761904762,,,,,7,6.9,495.3165,23.5865,$495.3,67.39,2019
A,Yangon,759-29-9521,True,Member,3/4/2019,Female,759-29-9521,False,False,Cash,,False,Fashion accessories,Satisfied,False,True,12/30/1899 11:27:00 AM,$441,$22,9.0,$80,$463,440.64,$22.0,4.761904762,,,,,9,8,462.672,22.032,$462.7,48.96,2019
B,Mandalay,,False,Member,2/23/2019,Female,831-81-6575,False,False,Cash,831-81-6575,True,Electronic accessories,Satisfied,False,True,12/30/1899 11:12:00 AM,,,,,,680.31,$34.0,4.761904762,680.31,34.0155,9,714.3255,9,8,714.3255,34.0155,$714.3,75.59,2019
A,Yangon,220-68-6701,True,Normal,3/17/2019,Female,220-68-6701,False,True,Cash,,False,Home and lifestyle,Dissatisfied,False,True,12/30/1899 4:36:00 PM,$310,$15,4.0,$42,$325,309.88,$15.5,4.761904762,,,,,4,4.2,325.374,15.494,$325.4,77.47,2019
A,Yangon,,False,Normal,1/16/2019,Female,618-34-8551,False,False,Credit card,,False,Sports and travel,Satisfied,False,True,12/30/1899 6:41:00 PM,,,,,,186.36,$9.3,4.761904762,,,,,2,8.5,195.678,9.318,$195.7,93.18,2019
A,Yangon,,False,Normal,1/8/2019,Female,257-60-7754,False,False,Cash,,False,Electronic accessories,Happy,False,True,12/30/1899 5:12:00 PM,,,,,,200.92,$10.0,4.761904762,,,,,4,9,210.966,10.046,$211.0,50.23,2019
B,Mandalay,,False,Normal,1/14/2019,Female,559-61-5987,False,False,Cash,,False,Health and beauty,Satisfied,False,True,12/30/1899 10:38:00 AM,,,,,,17.75,$0.9,4.761904762,,,,,1,8.6,18.6375,0.8875,$18.6,17.75,2019
C,Naypyitaw,,False,Normal,1/31/2019,Female,189-55-2313,False,False,Ewallet,,False,Fashion accessories,Neutral,False,True,12/30/1899 10:33:00 AM,,,,,,621.8,$31.1,4.761904762,,,,,10,6,652.89,31.09,$652.9,62.18,2019
B,Mandalay,565-91-4567,True,Normal,3/15/2019,Male,565-91-4567,False,False,Ewallet,,False,Health and beauty,Neutral,False,True,12/30/1899 2:38:00 PM,$86,$4,8.0,$62,$90,86,$4.3,4.761904762,,,,,8,6.2,90.3,4.3,$90.3,10.75,2019
A,Yangon,,False,Normal,2/24/2019,Female,380-60-5336,False,False,Credit card,380-60-5336,True,Electronic accessories,Neutral,False,True,12/30/1899 6:06:00 PM,,,,,,402.6,$20.1,4.761904762,402.6,20.13,10,422.73,10,5,422.73,20.13,$422.7,40.26,2019
C,Naypyitaw,,False,Member,2/8/2019,Female,815-04-6282,False,False,Credit card,815-04-6282,True,Sports and travel,Neutral,False,True,12/30/1899 12:52:00 PM,,,,,,324.85,$16.2,4.761904762,324.85,16.2425,5,341.0925,5,6.5,341.0925,16.2425,$341.1,64.97,2019
A,Yangon,674-56-6360,True,Normal,3/22/2019,Male,674-56-6360,False,True,Cash,,False,Electronic accessories,Neutral,False,True,12/30/1899 2:00:00 PM,$95,$5,1.0,$60,$100,95.15,$4.8,4.761904762,,,,,1,6,99.9075,4.7575,$99.9,95.15,2019
A,Yangon,,False,Member,1/24/2019,Female,778-34-2523,False,False,Cash,,False,Electronic accessories,Neutral,False,True,12/30/1899 10:57:00 AM,,,,,,388.96,$19.4,4.761904762,,,,,8,5,408.408,19.448,$408.4,48.62,2019
B,Mandalay,499-27-7781,True,Normal,3/14/2019,Female,499-27-7781,False,False,Ewallet,,False,Food and beverages,Neutral,False,True,12/30/1899 4:45:00 PM,$426,$21,8.0,$50,$447,425.68,$21.3,4.761904762,,,,,8,5,446.964,21.284,$447.0,53.21,2019
C,Naypyitaw,,False,Normal,1/23/2019,Female,477-59-2456,False,False,Cash,,False,Fashion accessories,Happy,False,True,12/30/1899 11:15:00 AM,,,,,,318.08,$15.9,4.761904762,,,,,7,9.2,333.984,15.904,$334.0,45.44,2019
A,Yangon,,False,Normal,1/19/2019,Male,832-51-6761,False,False,Ewallet,,False,Food and beverages,Happy,False,True,12/30/1899 8:29:00 PM,,,,,,271.04,$13.6,4.761904762,,,,,8,9.6,284.592,13.552,$284.6,33.88,2019
B,Mandalay,,False,Member,1/27/2019,Male,869-11-3082,False,False,Credit card,,False,Health and beauty,Satisfied,False,True,12/30/1899 8:03:00 PM,,,,,,384.64,$19.2,4.761904762,,,,,4,8.4,403.872,19.232,$403.9,96.16,2019
B,Mandalay,,False,Member,2/3/2019,Male,190-59-3964,False,False,Credit card,190-59-3964,True,Food and beverages,Neutral,False,True,12/30/1899 2:35:00 PM,,,,,,235.8,$11.8,4.761904762,235.8,11.79,5,247.59,5,6,247.59,11.79,$247.6,47.16,2019
B,Mandalay,366-43-6862,True,Normal,3/25/2019,Male,366-43-6862,True,True,Ewallet,,False,Electronic accessories,Neutral,False,True,12/30/1899 4:32:00 PM,$212,$11,4.0,$67,$222,211.56,$10.6,4.761904762,,,,,4,6.7,222.138,10.578,$222.1,52.89,2019
A,Yangon,,False,Member,2/24/2019,Female,186-43-8965,False,False,Credit card,186-43-8965,True,Home and lifestyle,Dissatisfied,False,True,12/30/1899 10:10:00 AM,,,,,,95.36,$4.8,4.761904762,95.36,4.768,2,100.128,2,4.1,100.128,4.768,$100.1,47.68,2019
C,Naypyitaw,,False,Member,2/7/2019,Male,784-21-9238,False,False,Cash,784-21-9238,True,Sports and travel,Neutral,False,True,12/30/1899 2:15:00 PM,,,,,,10.17,$0.5,4.761904762,10.17,0.5085,1,10.6785,1,5.9,10.6785,0.5085,$10.7,10.17,2019
A,Yangon,276-75-6884,True,Normal,3/4/2019,Female,276-75-6884,False,False,Cash,,False,Health and beauty,Satisfied,False,True,12/30/1899 10:05:00 AM,$206,$10,3.0,$87,$216,206.13,$10.3,4.761904762,,,,,3,8.7,216.4365,10.3065,$216.4,68.71,2019
B,Mandalay,,False,Member,2/14/2019,Female,109-86-4363,False,False,Credit card,109-86-4363,True,Sports and travel,Dissatisfied,False,True,12/30/1899 11:36:00 AM,,,,,,420.56,$21.0,4.761904762,420.56,21.028,7,441.588,7,4.5,441.588,21.028,$441.6,60.08,2019
A,Yangon,,False,Member,1/29/2019,Female,569-76-2760,False,False,Credit card,,False,Sports and travel,Neutral,False,True,12/30/1899 6:15:00 PM,,,,,,88.04,$4.4,4.761904762,,,,,4,6.6,92.442,4.402,$92.4,22.01,2019
B,Mandalay,,False,Member,1/28/2019,Female,222-42-0244,False,False,Credit card,,False,Health and beauty,Satisfied,False,True,12/30/1899 1:53:00 PM,,,,,,648.99,$32.4,4.761904762,,,,,9,7.7,681.4395,32.4495,$681.4,72.11,2019
A,Yangon,760-53-9233,True,Member,3/26/2019,Male,760-53-9233,True,True,Credit card,,False,Fashion accessories,Satisfied,False,True,12/30/1899 6:37:00 PM,$124,$6,3.0,$85,$130,123.84,$6.2,4.761904762,,,,,3,8.5,130.032,6.192,$130.0,41.28,2019
C,Naypyitaw,538-22-0304,True,Normal,3/24/2019,Male,538-22-0304,True,True,Cash,,False,Electronic accessories,Neutral,False,True,12/30/1899 6:27:00 PM,$650,$32,10.0,$52,$682,649.5,$32.5,4.761904762,,,,,10,5.2,681.975,32.475,$682.0,64.95,2019
A,Yangon,,False,Member,1/1/2019,Female,416-17-9926,False,False,Credit card,,False,Electronic accessories,Dissatisfied,False,True,12/30/1899 2:42:00 PM,,,,,,742.2,$37.1,4.761904762,,,,,10,4.3,779.31,37.11,$779.3,74.22,2019
A,Yangon,,False,Normal,1/24/2019,Male,237-44-6163,False,False,Cash,,False,Electronic accessories,Satisfied,False,True,12/30/1899 5:43:00 PM,,,,,,84.48,$4.2,4.761904762,,,,,8,7.6,88.704,4.224,$88.7,10.56,2019
B,Mandalay,,False,Normal,2/25/2019,Male,636-17-0325,False,False,Cash,636-17-0325,True,Health and beauty,Happy,False,True,12/30/1899 6:37:00 PM,,,,,,250.28,$12.5,4.761904762,250.28,12.514,4,262.794,4,9.5,262.794,12.514,$262.8,62.57,2019
B,Mandalay,,False,Member,1/9/2019,Female,343-75-9322,False,False,Cash,,False,Sports and travel,Dissatisfied,False,True,12/30/1899 4:34:00 PM,,,,,,94.8,$4.7,4.761904762,,,,,8,4.1,99.54,4.74,$99.5,11.85,2019
A,Yangon,,False,Member,2/14/2019,Male,528-14-9470,False,False,Ewallet,528-14-9470,True,Health and beauty,Happy,False,True,12/30/1899 2:42:00 PM,,,,,,91.3,$4.6,4.761904762,91.3,4.565,1,95.865,1,9.2,95.865,4.565,$95.9,91.3,2019
B,Mandalay,427-45-9297,True,Member,3/12/2019,Female,427-45-9297,False,False,Ewallet,,False,Home and lifestyle,Neutral,False,True,12/30/1899 11:01:00 AM,$285,$14,7.0,$54,$299,285.11,$14.3,4.761904762,,,,,7,5.4,299.3655,14.2555,$299.4,40.73,2019
A,Yangon,807-34-3742,True,Normal,3/26/2019,Male,807-34-3742,True,True,Cash,,False,Fashion accessories,Neutral,False,True,12/30/1899 7:44:00 PM,$52,$3,1.0,$58,$55,52.38,$2.6,4.761904762,,,,,1,5.8,54.999,2.619,$55.0,52.38,2019
A,Yangon,,False,Member,1/9/2019,Male,288-62-1085,False,False,Ewallet,,False,Fashion accessories,Neutral,False,True,12/30/1899 1:34:00 PM,,,,,,192.7,$9.6,4.761904762,,,,,5,5.6,202.335,9.635,$202.3,38.54,2019
B,Mandalay,,False,Normal,1/2/2019,Male,670-71-7306,False,False,Credit card,,False,Sports and travel,Neutral,False,True,12/30/1899 8:08:00 PM,,,,,,267.78,$13.4,4.761904762,,,,,6,5.1,281.169,13.389,$281.2,44.63,2019
C,Naypyitaw,,False,Normal,1/15/2019,Male,660-29-7083,False,False,Cash,,False,Electronic accessories,Neutral,False,True,12/30/1899 3:01:00 PM,,,,,,558.7,$27.9,4.761904762,,,,,10,5.8,586.635,27.935,$586.6,55.87,2019
C,Naypyitaw,,False,Member,1/1/2019,Female,271-77-8740,False,False,Ewallet,,False,Sports and travel,Neutral,False,True,12/30/1899 11:40:00 AM,,,,,,175.32,$8.8,4.761904762,,,,,6,5,184.086,8.766,$184.1,29.22,2019
A,Yangon,,False,Normal,2/15/2019,Male,497-36-0989,False,False,Cash,497-36-0989,True,Fashion accessories,Satisfied,False,True,12/30/1899 3:21:00 PM,,,,,,155.82,$7.8,4.761904762,155.82,7.791,3,163.611,3,7.9,163.611,7.791,$163.6,51.94,2019
B,Mandalay,,False,Normal,2/28/2019,Male,291-59-1384,False,False,Cash,291-59-1384,True,Electronic accessories,Neutral,False,True,12/30/1899 5:38:00 PM,,,,,,60.3,$3.0,4.761904762,60.3,3.015,1,63.315,1,6,63.315,3.015,$63.3,60.3,2019
A,Yangon,860-73-6466,True,Member,3/2/2019,Female,860-73-6466,False,False,Credit card,,False,Sports and travel,Neutral,False,True,12/30/1899 4:16:00 PM,$79,$4,2.0,$50,$83,78.94,$3.9,4.761904762,,,,,2,5,82.887,3.947,$82.9,39.47,2019
C,Naypyitaw,,False,Member,2/13/2019,Female,549-23-9016,False,False,Credit card,549-23-9016,True,Food and beverages,Satisfied,False,True,12/30/1899 6:15:00 PM,,,,,,29.74,$1.5,4.761904762,29.74,1.487,2,31.227,2,8.9,31.227,1.487,$31.2,14.87,2019
A,Yangon,,False,Normal,1/26/2019,Male,896-34-0956,False,False,Cash,,False,Fashion accessories,Neutral,False,True,12/30/1899 12:43:00 PM,,,,,,21.32,$1.1,4.761904762,,,,,1,5.9,22.386,1.066,$22.4,21.32,2019
A,Yangon,,False,Member,1/30/2019,Male,804-38-3935,False,False,Credit card,,False,Electronic accessories,Neutral,False,True,12/30/1899 11:32:00 AM,,,,,,281.34,$14.1,4.761904762,,,,,3,5.9,295.407,14.067,$295.4,93.78,2019
A,Yangon,,False,Member,1/27/2019,Male,585-90-0249,False,False,Ewallet,,False,Electronic accessories,Happy,False,True,12/30/1899 6:08:00 PM,,,,,,73.26,$3.7,4.761904762,,,,,1,9.7,76.923,3.663,$76.9,73.26,2019
C,Naypyitaw,,False,Normal,1/30/2019,Female,862-29-5914,False,False,Credit card,,False,Sports and travel,Satisfied,False,True,12/30/1899 5:08:00 PM,,,,,,22.38,$1.1,4.761904762,,,,,1,8.6,23.499,1.119,$23.5,22.38,2019
C,Naypyitaw,,False,Member,1/8/2019,Female,845-94-6841,False,False,Cash,,False,Food and beverages,Dissatisfied,False,True,12/30/1899 7:38:00 PM,,,,,,655.92,$32.8,4.761904762,,,,,9,4,688.716,32.796,$688.7,72.88,2019
A,Yangon,,False,Normal,1/19/2019,Female,125-45-2293,False,False,Cash,,False,Fashion accessories,Dissatisfied,False,True,12/30/1899 1:11:00 PM,,,,,,594.6,$29.7,4.761904762,,,,,6,4.2,624.33,29.73,$624.3,99.1,2019
A,Yangon,,False,Normal,1/25/2019,Male,843-73-4724,False,False,Cash,,False,Fashion accessories,Happy,False,True,12/30/1899 11:05:00 AM,,,,,,74.1,$3.7,4.761904762,,,,,1,9.2,77.805,3.705,$77.8,74.1,2019
A,Yangon,,False,Normal,2/19/2019,Female,409-33-9708,False,False,Ewallet,409-33-9708,True,Fashion accessories,Happy,False,True,12/30/1899 10:12:00 AM,,,,,,196.96,$9.8,4.761904762,196.96,9.848,2,206.808,2,9.2,206.808,9.848,$206.8,98.48,2019
C,Naypyitaw,,False,Normal,1/14/2019,Male,658-66-3967,False,False,Ewallet,,False,Health and beauty,Neutral,False,True,12/30/1899 3:42:00 PM,,,,,,372.33,$18.6,4.761904762,,,,,7,5,390.9465,18.6165,$390.9,53.19,2019
B,Mandalay,,False,Normal,2/25/2019,Female,866-70-2814,False,False,Ewallet,866-70-2814,True,Electronic accessories,Happy,False,True,12/30/1899 11:58:00 AM,,,,,,527.9,$26.4,4.761904762,527.9,26.395,10,554.295,10,10,554.295,26.395,$554.3,52.79,2019
A,Yangon,,False,Member,1/23/2019,Female,160-22-2687,False,False,Ewallet,,False,Health and beauty,Satisfied,False,True,12/30/1899 2:21:00 PM,,,,,,479.75,$24.0,4.761904762,,,,,5,8.8,503.7375,23.9875,$503.7,95.95,2019
B,Mandalay,,False,Normal,2/16/2019,Female,895-03-6665,False,False,Cash,895-03-6665,True,Fashion accessories,Dissatisfied,False,True,12/30/1899 10:52:00 AM,,,,,,328.59,$16.4,4.761904762,328.59,16.4295,9,345.0195,9,4.2,345.0195,16.4295,$345.0,36.51,2019
B,Mandalay,,False,Normal,1/1/2019,Male,770-42-8960,False,False,Cash,,False,Food and beverages,Neutral,False,True,12/30/1899 7:31:00 PM,,,,,,168.96,$8.4,4.761904762,,,,,8,6.3,177.408,8.448,$177.4,21.12,2019
A,Yangon,748-45-2862,True,Member,3/7/2019,Female,748-45-2862,False,False,Cash,,False,Home and lifestyle,Satisfied,False,True,12/30/1899 6:35:00 PM,$113,$6,4.0,$82,$119,113.24,$5.7,4.761904762,,,,,4,8.2,118.902,5.662,$118.9,28.31,2019
B,Mandalay,,False,Normal,2/15/2019,Male,234-36-2483,False,False,Cash,234-36-2483,True,Health and beauty,Neutral,False,True,12/30/1899 1:51:00 PM,,,,,,345.54,$17.3,4.761904762,345.54,17.277,6,362.817,6,5.1,362.817,17.277,$362.8,57.59,2019
A,Yangon,,False,Member,1/23/2019,Female,316-66-3011,False,False,Cash,,False,Food and beverages,Neutral,False,True,12/30/1899 12:35:00 PM,,,,,,428.67,$21.4,4.761904762,,,,,9,5,450.1035,21.4335,$450.1,47.63,2019
C,Naypyitaw,,False,Member,2/20/2019,Female,848-95-6252,False,False,Ewallet,848-95-6252,True,Home and lifestyle,Satisfied,False,True,12/30/1899 1:24:00 PM,,,,,,86.27,$4.3,4.761904762,86.27,4.3135,1,90.5835,1,7,90.5835,4.3135,$90.6,86.27,2019
A,Yangon,,False,Member,1/8/2019,Male,840-76-5966,False,False,Ewallet,,False,Sports and travel,Satisfied,False,True,12/30/1899 6:06:00 PM,,,,,,25.52,$1.3,4.761904762,,,,,2,7.8,26.796,1.276,$26.8,12.76,2019
B,Mandalay,152-03-4217,True,Normal,3/17/2019,Female,152-03-4217,False,True,Credit card,,False,Home and lifestyle,Dissatisfied,False,True,12/30/1899 11:55:00 AM,$102,$5,9.0,$43,$107,101.52,$5.1,4.761904762,,,,,9,4.3,106.596,5.076,$106.6,11.28,2019
B,Mandalay,,False,Normal,1/12/2019,Female,533-66-5566,False,False,Cash,,False,Home and lifestyle,Satisfied,False,True,12/30/1899 11:42:00 AM,,,,,,357.49,$17.9,4.761904762,,,,,7,7,375.3645,17.8745,$375.4,51.07,2019
A,Yangon,,False,Member,1/8/2019,Female,124-31-1458,False,False,Cash,,False,Electronic accessories,Neutral,False,True,12/30/1899 2:30:00 PM,,,,,,238.77,$11.9,4.761904762,,,,,3,6.6,250.7085,11.9385,$250.7,79.59,2019
C,Naypyitaw,,False,Member,1/26/2019,Male,176-78-1170,False,False,Ewallet,,False,Health and beauty,Satisfied,False,True,12/30/1899 3:11:00 PM,,,,,,101.43,$5.1,4.761904762,,,,,3,7.3,106.5015,5.0715,$106.5,33.81,2019
B,Mandalay,361-59-0574,True,Member,3/15/2019,Male,361-59-0574,False,False,Credit card,,False,Sports and travel,Neutral,False,True,12/30/1899 2:48:00 PM,$724,$36,8.0,$65,$760,724.24,$36.2,4.761904762,,,,,8,6.5,760.452,36.212,$760.5,90.53,2019
C,Naypyitaw,,False,Member,1/17/2019,Female,101-81-4070,False,False,Ewallet,,False,Health and beauty,Dissatisfied,False,True,12/30/1899 12:36:00 PM,,,,,,125.64,$6.3,4.761904762,,,,,2,4.9,131.922,6.282,$131.9,62.82,2019
